accepted,arrival_idx,avg_conv_prob,chosen_pv_id,inventory_after,inventory_before,offer_made,phase,pv_weight,qty_requested,qty_sold,remaining_arrivals,resource_constraint,revenue_inc,t
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4996,0.04503602882305845,0.0,6
0,2,0.0,,450.0,450.0,0,oracle,,1,0,4996,0.04503602882305845,0.0,6
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4996,0.04503602882305845,0.0,6
0,4,0.0,,450.0,450.0,0,oracle,,3,0,4996,0.04503602882305845,0.0,6
0,5,0.0,,450.0,450.0,0,oracle,,4,0,4996,0.04503602882305845,0.0,6
0,6,0.0,,450.0,450.0,0,oracle,,4,0,4996,0.04503602882305845,0.0,6
0,7,0.0,,450.0,450.0,0,oracle,,4,0,4996,0.04503602882305845,0.0,6
0,8,0.0,,450.0,450.0,0,oracle,,1,0,4996,0.04503602882305845,0.0,6
0,9,0.0,,450.0,450.0,0,oracle,,3,0,4996,0.04503602882305845,0.0,6
0,10,0.0,,450.0,450.0,0,oracle,,4,0,4996,0.04503602882305845,0.0,6
0,11,0.0,,450.0,450.0,0,oracle,,1,0,4996,0.04503602882305845,0.0,6
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4984,0.04514446227929374,0.0,7
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4984,0.04514446227929374,0.0,7
0,2,0.0,,450.0,450.0,0,oracle,,1,0,4984,0.04514446227929374,0.0,7
0,3,0.0,,450.0,450.0,0,oracle,,3,0,4984,0.04514446227929374,0.0,7
0,4,0.0,,450.0,450.0,0,oracle,,2,0,4984,0.04514446227929374,0.0,7
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4984,0.04514446227929374,0.0,7
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4984,0.04514446227929374,0.0,7
0,7,0.0,,450.0,450.0,0,oracle,,1,0,4984,0.04514446227929374,0.0,7
0,8,0.0,,450.0,450.0,0,oracle,,3,0,4984,0.04514446227929374,0.0,7
0,9,0.0,,450.0,450.0,0,oracle,,2,0,4984,0.04514446227929374,0.0,7
0,10,0.0,,450.0,450.0,0,oracle,,2,0,4984,0.04514446227929374,0.0,7
0,11,0.0,,450.0,450.0,0,oracle,,5,0,4984,0.04514446227929374,0.0,7
0,0,0.0,,450.0,450.0,0,oracle,,2,0,4972,0.04525341914722446,0.0,8
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4972,0.04525341914722446,0.0,8
0,2,0.0,,450.0,450.0,0,oracle,,5,0,4972,0.04525341914722446,0.0,8
0,3,0.0,,450.0,450.0,0,oracle,,4,0,4972,0.04525341914722446,0.0,8
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4972,0.04525341914722446,0.0,8
0,5,0.0,,450.0,450.0,0,oracle,,2,0,4972,0.04525341914722446,0.0,8
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4972,0.04525341914722446,0.0,8
0,7,0.0,,450.0,450.0,0,oracle,,2,0,4972,0.04525341914722446,0.0,8
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4972,0.04525341914722446,0.0,8
0,9,0.0,,450.0,450.0,0,oracle,,2,0,4972,0.04525341914722446,0.0,8
0,10,0.0,,450.0,450.0,0,oracle,,3,0,4972,0.04525341914722446,0.0,8
0,11,0.0,,450.0,450.0,0,oracle,,3,0,4972,0.04525341914722446,0.0,8
0,12,0.0,,450.0,450.0,0,oracle,,1,0,4972,0.04525341914722446,0.0,8
0,13,0.0,,450.0,450.0,0,oracle,,1,0,4972,0.04525341914722446,0.0,8
0,0,0.0,,450.0,450.0,0,oracle,,2,0,4958,0.045381202097620005,0.0,9
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4958,0.045381202097620005,0.0,9
0,2,0.0,,450.0,450.0,0,oracle,,3,0,4958,0.045381202097620005,0.0,9
0,3,0.0,,450.0,450.0,0,oracle,,3,0,4958,0.045381202097620005,0.0,9
0,4,0.0,,450.0,450.0,0,oracle,,4,0,4958,0.045381202097620005,0.0,9
0,5,0.0,,450.0,450.0,0,oracle,,3,0,4958,0.045381202097620005,0.0,9
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4958,0.045381202097620005,0.0,9
0,7,0.0,,450.0,450.0,0,oracle,,1,0,4958,0.045381202097620005,0.0,9
0,0,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,1,0.0,,450.0,450.0,0,oracle,,4,0,4950,0.045454545454545456,0.0,10
0,2,0.0,,450.0,450.0,0,oracle,,3,0,4950,0.045454545454545456,0.0,10
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4950,0.045454545454545456,0.0,10
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,7,0.0,,450.0,450.0,0,oracle,,5,0,4950,0.045454545454545456,0.0,10
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4950,0.045454545454545456,0.0,10
0,9,0.0,,450.0,450.0,0,oracle,,4,0,4950,0.045454545454545456,0.0,10
0,10,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,11,0.0,,450.0,450.0,0,oracle,,3,0,4950,0.045454545454545456,0.0,10
0,12,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,13,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,14,0.0,,450.0,450.0,0,oracle,,4,0,4950,0.045454545454545456,0.0,10
0,15,0.0,,450.0,450.0,0,oracle,,1,0,4950,0.045454545454545456,0.0,10
0,0,0.0,,450.0,450.0,0,oracle,,2,0,4934,0.04560194568301581,0.0,11
0,1,0.0,,450.0,450.0,0,oracle,,6,0,4934,0.04560194568301581,0.0,11
0,2,0.0,,450.0,450.0,0,oracle,,5,0,4934,0.04560194568301581,0.0,11
0,3,0.0,,450.0,450.0,0,oracle,,1,0,4934,0.04560194568301581,0.0,11
0,4,0.0,,450.0,450.0,0,oracle,,2,0,4934,0.04560194568301581,0.0,11
0,5,0.0,,450.0,450.0,0,oracle,,3,0,4934,0.04560194568301581,0.0,11
0,6,0.0,,450.0,450.0,0,oracle,,4,0,4934,0.04560194568301581,0.0,11
0,7,0.0,,450.0,450.0,0,oracle,,2,0,4934,0.04560194568301581,0.0,11
0,8,0.0,,450.0,450.0,0,oracle,,1,0,4934,0.04560194568301581,0.0,11
0,9,0.0,,450.0,450.0,0,oracle,,1,0,4934,0.04560194568301581,0.0,11
0,10,0.0,,450.0,450.0,0,oracle,,3,0,4934,0.04560194568301581,0.0,11
0,11,0.0,,450.0,450.0,0,oracle,,1,0,4934,0.04560194568301581,0.0,11
0,12,0.0,,450.0,450.0,0,oracle,,5,0,4934,0.04560194568301581,0.0,11
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4921,0.045722414143466776,0.0,12
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4921,0.045722414143466776,0.0,12
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4921,0.045722414143466776,0.0,12
0,3,0.0,,450.0,450.0,0,oracle,,3,0,4921,0.045722414143466776,0.0,12
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4921,0.045722414143466776,0.0,12
0,5,0.0,,450.0,450.0,0,oracle,,2,0,4921,0.045722414143466776,0.0,12
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4921,0.045722414143466776,0.0,12
0,7,0.0,,450.0,450.0,0,oracle,,1,0,4921,0.045722414143466776,0.0,12
0,8,0.0,,450.0,450.0,0,oracle,,4,0,4921,0.045722414143466776,0.0,12
0,9,0.0,,450.0,450.0,0,oracle,,4,0,4921,0.045722414143466776,0.0,12
0,0,0.0,,450.0,450.0,0,oracle,,3,0,4911,0.04581551618814905,0.0,13
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,2,0.0,,450.0,450.0,0,oracle,,4,0,4911,0.04581551618814905,0.0,13
0,3,0.0,,450.0,450.0,0,oracle,,4,0,4911,0.04581551618814905,0.0,13
0,4,0.0,,450.0,450.0,0,oracle,,5,0,4911,0.04581551618814905,0.0,13
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,7,0.0,,450.0,450.0,0,oracle,,3,0,4911,0.04581551618814905,0.0,13
0,8,0.0,,450.0,450.0,0,oracle,,5,0,4911,0.04581551618814905,0.0,13
0,9,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,10,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,11,0.0,,450.0,450.0,0,oracle,,1,0,4911,0.04581551618814905,0.0,13
0,12,0.0,,450.0,450.0,0,oracle,,2,0,4911,0.04581551618814905,0.0,13
0,13,0.0,,450.0,450.0,0,oracle,,4,0,4911,0.04581551618814905,0.0,13
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4897,0.0459464978558301,0.0,14
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4897,0.0459464978558301,0.0,14
0,2,0.0,,450.0,450.0,0,oracle,,3,0,4897,0.0459464978558301,0.0,14
0,3,0.0,,450.0,450.0,0,oracle,,1,0,4897,0.0459464978558301,0.0,14
0,4,0.0,,450.0,450.0,0,oracle,,2,0,4897,0.0459464978558301,0.0,14
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4897,0.0459464978558301,0.0,14
0,6,0.29999999999999993,2,450.0,450.0,1,oracle,0.021879285,2,0,4897,0.0459464978558301,0.0,14
0,7,0.0,,450.0,450.0,0,oracle,,1,0,4897,0.0459464978558301,0.0,14
0,8,0.0,,450.0,450.0,0,oracle,,5,0,4897,0.0459464978558301,0.0,14
0,9,0.0,,450.0,450.0,0,oracle,,2,0,4897,0.0459464978558301,0.0,14
0,10,0.0,,450.0,450.0,0,oracle,,2,0,4897,0.0459464978558301,0.0,14
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4886,0.046049938600081865,0.0,15
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,2,0.0,,450.0,450.0,0,oracle,,5,0,4886,0.046049938600081865,0.0,15
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4886,0.046049938600081865,0.0,15
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,7,0.0,,450.0,450.0,0,oracle,,7,0,4886,0.046049938600081865,0.0,15
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4886,0.046049938600081865,0.0,15
0,9,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,10,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,11,0.0,,450.0,450.0,0,oracle,,4,0,4886,0.046049938600081865,0.0,15
0,12,0.0,,450.0,450.0,0,oracle,,8,0,4886,0.046049938600081865,0.0,15
0,13,0.0,,450.0,450.0,0,oracle,,2,0,4886,0.046049938600081865,0.0,15
0,14,0.0,,450.0,450.0,0,oracle,,3,0,4886,0.046049938600081865,0.0,15
0,15,0.0,,450.0,450.0,0,oracle,,3,0,4886,0.046049938600081865,0.0,15
0,16,0.0,,450.0,450.0,0,oracle,,1,0,4886,0.046049938600081865,0.0,15
0,0,0.29999999999999993,2,450.0,450.0,1,oracle,0.022005105,3,0,4869,0.04621072088724584,0.0,16
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4869,0.04621072088724584,0.0,16
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4869,0.04621072088724584,0.0,16
0,3,0.0,,450.0,450.0,0,oracle,,1,0,4869,0.04621072088724584,0.0,16
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4869,0.04621072088724584,0.0,16
0,5,0.0,,450.0,450.0,0,oracle,,3,0,4869,0.04621072088724584,0.0,16
0,6,0.0,,450.0,450.0,0,oracle,,2,0,4869,0.04621072088724584,0.0,16
0,7,0.0,,450.0,450.0,0,oracle,,2,0,4869,0.04621072088724584,0.0,16
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4869,0.04621072088724584,0.0,16
0,9,0.0,,450.0,450.0,0,oracle,,1,0,4869,0.04621072088724584,0.0,16
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4859,0.04630582424367154,0.0,17
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4859,0.04630582424367154,0.0,17
0,2,0.0,,450.0,450.0,0,oracle,,1,0,4859,0.04630582424367154,0.0,17
0,3,0.0,,450.0,450.0,0,oracle,,1,0,4859,0.04630582424367154,0.0,17
0,4,0.0,,450.0,450.0,0,oracle,,1,0,4859,0.04630582424367154,0.0,17
0,5,0.0,,450.0,450.0,0,oracle,,6,0,4859,0.04630582424367154,0.0,17
0,6,0.0,,450.0,450.0,0,oracle,,7,0,4859,0.04630582424367154,0.0,17
0,7,0.0,,450.0,450.0,0,oracle,,3,0,4859,0.04630582424367154,0.0,17
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4859,0.04630582424367154,0.0,17
0,0,0.0,,450.0,450.0,0,oracle,,4,0,4850,0.04639175257731959,0.0,18
0,1,0.0,,450.0,450.0,0,oracle,,3,0,4850,0.04639175257731959,0.0,18
0,2,0.0,,450.0,450.0,0,oracle,,3,0,4850,0.04639175257731959,0.0,18
0,3,0.0,,450.0,450.0,0,oracle,,3,0,4850,0.04639175257731959,0.0,18
0,4,0.0,,450.0,450.0,0,oracle,,2,0,4850,0.04639175257731959,0.0,18
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4850,0.04639175257731959,0.0,18
0,6,0.0,,450.0,450.0,0,oracle,,3,0,4850,0.04639175257731959,0.0,18
0,7,0.0,,450.0,450.0,0,oracle,,3,0,4850,0.04639175257731959,0.0,18
0,8,0.0,,450.0,450.0,0,oracle,,2,0,4850,0.04639175257731959,0.0,18
0,0,0.0,,450.0,450.0,0,oracle,,6,0,4841,0.04647800041313778,0.0,19
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4841,0.04647800041313778,0.0,19
0,2,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,3,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,4,0.0,,450.0,450.0,0,oracle,,3,0,4841,0.04647800041313778,0.0,19
0,5,0.0,,450.0,450.0,0,oracle,,2,0,4841,0.04647800041313778,0.0,19
0,6,0.29999999999999993,2,450.0,450.0,1,oracle,0.022132381,5,0,4841,0.04647800041313778,0.0,19
0,7,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,8,0.0,,450.0,450.0,0,oracle,,7,0,4841,0.04647800041313778,0.0,19
0,9,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,10,0.0,,450.0,450.0,0,oracle,,4,0,4841,0.04647800041313778,0.0,19
0,11,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,12,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,13,0.0,,450.0,450.0,0,oracle,,2,0,4841,0.04647800041313778,0.0,19
0,14,0.0,,450.0,450.0,0,oracle,,1,0,4841,0.04647800041313778,0.0,19
0,0,0.0,,450.0,450.0,0,oracle,,2,0,4826,0.046622461665975966,0.0,20
0,1,0.0,,450.0,450.0,0,oracle,,1,0,4826,0.046622461665975966,0.0,20
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4826,0.046622461665975966,0.0,20
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4826,0.046622461665975966,0.0,20
0,0,0.0,,450.0,450.0,0,oracle,,2,0,4822,0.046661136457901285,0.0,21
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4822,0.046661136457901285,0.0,21
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4822,0.046661136457901285,0.0,21
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4822,0.046661136457901285,0.0,21
0,4,0.0,,450.0,450.0,0,oracle,,4,0,4822,0.046661136457901285,0.0,21
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4822,0.046661136457901285,0.0,21
0,0,0.0,,450.0,450.0,0,oracle,,1,0,4816,0.046719269102990034,0.0,22
0,1,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,3,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,4,0.0,,450.0,450.0,0,oracle,,6,0,4816,0.046719269102990034,0.0,22
0,5,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,6,0.0,,450.0,450.0,0,oracle,,4,0,4816,0.046719269102990034,0.0,22
0,7,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,8,0.0,,450.0,450.0,0,oracle,,1,0,4816,0.046719269102990034,0.0,22
0,9,0.0,,450.0,450.0,0,oracle,,5,0,4816,0.046719269102990034,0.0,22
0,10,0.0,,450.0,450.0,0,oracle,,4,0,4816,0.046719269102990034,0.0,22
0,11,0.0,,450.0,450.0,0,oracle,,2,0,4816,0.046719269102990034,0.0,22
0,12,0.0,,450.0,450.0,0,oracle,,3,0,4816,0.046719269102990034,0.0,22
0,13,0.0,,450.0,450.0,0,oracle,,4,0,4816,0.046719269102990034,0.0,22
0,0,0.0,,450.0,450.0,0,oracle,,1,0,4802,0.0468554768846314,0.0,23
0,1,0.0,,450.0,450.0,0,oracle,,5,0,4802,0.0468554768846314,0.0,23
0,2,0.0,,450.0,450.0,0,oracle,,2,0,4802,0.0468554768846314,0.0,23
0,3,0.0,,450.0,450.0,0,oracle,,3,0,4802,0.0468554768846314,0.0,23
0,4,0.0,,450.0,450.0,0,oracle,,2,0,4802,0.0468554768846314,0.0,23
0,5,0.0,,450.0,450.0,0,oracle,,1,0,4802,0.0468554768846314,0.0,23
0,6,0.0,,450.0,450.0,0,oracle,,1,0,4802,0.0468554768846314,0.0,23
1,7,0.29999999999999993,2,446.0,450.0,1,oracle,0.022312132,4,4,4802,0.0468554768846314,12000.0,23
0,8,0.0,,446.0,446.0,0,oracle,,2,0,4802,0.0468554768846314,0.0,23
0,0,0.0,,446.0,446.0,0,oracle,,2,0,4793,0.04652618401836011,0.0,24
0,1,0.0,,446.0,446.0,0,oracle,,1,0,4793,0.04652618401836011,0.0,24
0,2,0.0,,446.0,446.0,0,oracle,,4,0,4793,0.04652618401836011,0.0,24
0,3,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,4,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,5,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,6,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,7,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,8,0.0,,446.0,446.0,0,oracle,,2,0,4793,0.04652618401836011,0.0,24
0,9,0.0,,446.0,446.0,0,oracle,,1,0,4793,0.04652618401836011,0.0,24
0,10,0.0,,446.0,446.0,0,oracle,,5,0,4793,0.04652618401836011,0.0,24
0,11,0.0,,446.0,446.0,0,oracle,,1,0,4793,0.04652618401836011,0.0,24
0,12,0.0,,446.0,446.0,0,oracle,,1,0,4793,0.04652618401836011,0.0,24
0,13,0.0,,446.0,446.0,0,oracle,,3,0,4793,0.04652618401836011,0.0,24
0,14,0.0,,446.0,446.0,0,oracle,,1,0,4793,0.04652618401836011,0.0,24
0,0,0.0,,446.0,446.0,0,oracle,,4,0,4778,0.04667224780242779,0.0,25
0,1,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,2,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,3,0.0,,446.0,446.0,0,oracle,,1,0,4778,0.04667224780242779,0.0,25
0,4,0.0,,446.0,446.0,0,oracle,,5,0,4778,0.04667224780242779,0.0,25
0,5,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,6,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,7,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,8,0.0,,446.0,446.0,0,oracle,,1,0,4778,0.04667224780242779,0.0,25
0,9,0.0,,446.0,446.0,0,oracle,,5,0,4778,0.04667224780242779,0.0,25
0,10,0.0,,446.0,446.0,0,oracle,,1,0,4778,0.04667224780242779,0.0,25
0,11,0.0,,446.0,446.0,0,oracle,,2,0,4778,0.04667224780242779,0.0,25
0,0,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,1,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,2,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,3,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,4,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,5,0.0,,446.0,446.0,0,oracle,,2,0,4766,0.04678976080570709,0.0,26
0,6,0.0,,446.0,446.0,0,oracle,,3,0,4766,0.04678976080570709,0.0,26
0,7,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,8,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,9,0.0,,446.0,446.0,0,oracle,,3,0,4766,0.04678976080570709,0.0,26
0,10,0.0,,446.0,446.0,0,oracle,,2,0,4766,0.04678976080570709,0.0,26
0,11,0.0,,446.0,446.0,0,oracle,,3,0,4766,0.04678976080570709,0.0,26
0,12,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
0,13,0.0,,446.0,446.0,0,oracle,,1,0,4766,0.04678976080570709,0.0,26
