t,arrival_idx,max_wtp,season,customer_type,commodity_value,TEU,FEU,HC,REEF
172,0,8485.56,LOW,NEW,LOW,0,0,1,1
175,0,7043.97,LOW,RECURRING,HIGH,1,1,0,0
180,0,1806.38,LOW,RECURRING,LOW,1,0,0,0
180,1,2604.91,LOW,NEW,HIGH,1,0,0,0
181,0,4122.31,LOW,NEW,LOW,0,0,1,0
184,0,4259.39,LOW,RECURRING,LOW,2,0,0,0
184,1,8379.96,LOW,NEW,HIGH,1,1,0,0
185,0,4192.21,LOW,NEW,HIGH,0,0,1,0
188,0,1909.05,LOW,RECURRING,LOW,1,0,0,0
188,1,3268.77,LOW,NEW,LOW,2,0,0,0
188,2,1886.85,LOW,NEW,LOW,1,0,0,0
191,0,2243.30,LOW,RECURRING,LOW,1,0,0,0
191,1,10879.18,LOW,NEW,LOW,1,1,1,0
196,0,1916.85,LOW,NEW,LOW,1,0,0,0
197,0,1545.99,LOW,RECURRING,LOW,1,0,0,0
197,1,2047.46,LOW,NEW,LOW,1,0,0,0
197,2,1644.03,LOW,NEW,LOW,1,0,0,0
197,3,5115.34,LOW,NEW,LOW,0,0,0,1
199,0,1865.10,LOW,RECURRING,LOW,1,0,0,0
199,1,3486.71,LOW,RECURRING,LOW,2,0,0,0
200,0,1603.42,LOW,NEW,LOW,1,0,0,0
200,1,2153.48,LOW,NEW,LOW,1,0,0,0
200,2,2352.66,LOW,RECURRING,HIGH,1,0,0,0
202,0,1599.20,LOW,NEW,LOW,1,0,0,0
202,1,2075.51,LOW,NEW,LOW,1,0,0,0
203,0,6474.96,LOW,NEW,LOW,0,0,0,1
204,0,4884.59,LOW,NEW,HIGH,0,1,0,0
204,1,3638.02,LOW,RECURRING,LOW,0,1,0,0
205,0,2019.38,LOW,NEW,LOW,1,0,0,0
205,1,1927.15,LOW,NEW,LOW,1,0,0,0
207,0,2306.20,LOW,NEW,HIGH,1,0,0,0
207,1,7956.76,LOW,NEW,LOW,2,1,0,0
209,0,1702.50,LOW,NEW,LOW,1,0,0,0
210,0,1676.46,LOW,NEW,LOW,1,0,0,0
210,1,2178.34,LOW,RECURRING,LOW,1,0,0,0
211,0,1787.18,LOW,NEW,LOW,1,0,0,0
211,1,4985.98,LOW,NEW,LOW,1,1,0,0
211,2,4694.38,LOW,NEW,HIGH,0,1,0,0
212,0,8986.81,LOW,NEW,LOW,1,0,0,1
213,0,1611.79,LOW,RECURRING,LOW,1,0,0,0
213,1,2760.01,LOW,NEW,HIGH,1,0,0,0
214,0,1556.39,LOW,RECURRING,LOW,1,0,0,0
214,1,2089.05,LOW,NEW,LOW,1,0,0,0
215,0,8622.87,LOW,NEW,LOW,2,0,1,0
217,0,1619.18,LOW,RECURRING,LOW,1,0,0,0
217,1,6906.51,LOW,NEW,LOW,2,1,0,0
218,0,6708.06,LOW,NEW,LOW,0,0,0,1
222,0,2847.77,LOW,NEW,HIGH,1,0,0,0
223,0,4981.52,LOW,RECURRING,LOW,1,1,0,0
224,0,2829.08,LOW,RECURRING,HIGH,1,0,0,0
224,1,3783.48,LOW,NEW,LOW,0,1,0,0
225,0,5536.86,LOW,NEW,LOW,1,1,0,0
225,1,2284.00,LOW,NEW,HIGH,1,0,0,0
226,0,2090.96,LOW,NEW,LOW,1,0,0,0
228,0,1718.89,LOW,NEW,LOW,1,0,0,0
229,0,1790.36,LOW,RECURRING,LOW,1,0,0,0
230,0,7052.89,LOW,NEW,HIGH,1,0,1,0
233,0,4269.90,LOW,RECURRING,HIGH,0,1,0,0
233,1,1576.23,LOW,RECURRING,LOW,1,0,0,0
234,0,2058.09,LOW,NEW,LOW,1,0,0,0
235,0,3141.13,LOW,RECURRING,LOW,0,0,1,0
236,0,2560.44,LOW,NEW,HIGH,1,0,0,0
237,0,5181.97,LOW,NEW,LOW,1,1,0,0
237,1,10553.10,LOW,RECURRING,LOW,0,1,0,1
239,0,1705.82,LOW,NEW,LOW,1,0,0,0
239,1,5412.31,LOW,RECURRING,LOW,1,1,0,0
239,2,8933.01,LOW,NEW,LOW,1,1,1,0
247,0,3845.93,LOW,RECURRING,LOW,2,0,0,0
248,0,1894.87,LOW,NEW,LOW,1,0,0,0
248,1,5343.69,LOW,RECURRING,LOW,1,1,0,0
249,0,5009.86,LOW,NEW,HIGH,2,0,0,0
250,0,4314.35,LOW,RECURRING,LOW,2,0,0,0
250,1,5385.40,LOW,NEW,LOW,0,0,0,1
250,2,1910.86,LOW,RECURRING,LOW,1,0,0,0
251,0,2436.60,LOW,RECURRING,HIGH,1,0,0,0
252,0,5000.89,LOW,NEW,LOW,1,1,0,0
252,1,2425.36,LOW,NEW,HIGH,1,0,0,0
252,2,2032.71,LOW,NEW,LOW,1,0,0,0
252,3,2381.35,LOW,NEW,HIGH,1,0,0,0
253,0,1788.79,LOW,NEW,LOW,1,0,0,0
253,1,1536.05,LOW,NEW,LOW,1,0,0,0
253,2,4635.38,LOW,NEW,HIGH,2,0,0,0
254,0,5204.26,LOW,RECURRING,LOW,1,1,0,0
254,1,8323.22,LOW,NEW,HIGH,0,0,0,1
255,0,2117.36,LOW,NEW,LOW,1,0,0,0
256,0,4598.50,LOW,RECURRING,LOW,2,0,0,0
257,0,1646.76,LOW,RECURRING,LOW,1,0,0,0
258,0,4088.72,LOW,NEW,LOW,0,1,0,0
259,0,2059.56,LOW,NEW,LOW,1,0,0,0
259,1,2249.80,LOW,NEW,LOW,1,0,0,0
261,0,5034.78,LOW,RECURRING,HIGH,0,1,0,0
262,0,10835.01,LOW,RECURRING,HIGH,2,0,1,0
262,1,1937.98,LOW,NEW,LOW,1,0,0,0
262,2,10310.74,LOW,NEW,LOW,1,1,0,1
263,0,2595.39,LOW,NEW,HIGH,1,0,0,0
269,0,3345.02,LOW,RECURRING,LOW,0,1,0,0
270,0,2356.42,LOW,NEW,LOW,1,0,0,0
270,1,1762.84,LOW,RECURRING,LOW,1,0,0,0
271,0,4904.52,LOW,NEW,LOW,1,1,0,0
273,0,2891.22,LOW,RECURRING,HIGH,1,0,0,0
273,1,2167.58,LOW,NEW,LOW,1,0,0,0
275,0,2028.59,LOW,NEW,LOW,1,0,0,0
276,0,1678.92,LOW,NEW,LOW,1,0,0,0
276,1,2839.39,LOW,NEW,LOW,0,1,0,0
277,0,10586.67,LOW,NEW,LOW,1,1,0,1
277,1,1772.76,LOW,RECURRING,LOW,1,0,0,0
278,0,1702.04,LOW,RECURRING,LOW,1,0,0,0
279,0,2332.82,LOW,RECURRING,HIGH,1,0,0,0
282,0,4217.77,LOW,RECURRING,LOW,0,0,1,0
283,0,3012.96,LOW,NEW,HIGH,1,0,0,0
284,0,1745.27,LOW,RECURRING,LOW,1,0,0,0
285,0,3795.50,LOW,RECURRING,LOW,0,1,0,0
285,1,2999.85,LOW,RECURRING,HIGH,1,0,0,0
285,2,5975.63,LOW,NEW,LOW,1,1,0,0
285,3,2931.61,LOW,NEW,HIGH,1,0,0,0
286,0,2899.08,LOW,NEW,LOW,0,1,0,0
287,0,2061.80,LOW,NEW,LOW,1,0,0,0
287,1,4729.53,LOW,NEW,LOW,1,1,0,0
294,0,4514.03,LOW,NEW,LOW,1,1,0,0
294,1,2024.64,LOW,NEW,LOW,1,0,0,0
296,0,2546.80,LOW,RECURRING,HIGH,1,0,0,0
297,0,1918.47,LOW,NEW,LOW,1,0,0,0
298,0,2086.48,LOW,NEW,LOW,1,0,0,0
300,0,4730.60,LOW,RECURRING,LOW,1,1,0,0
300,1,3634.91,LOW,RECURRING,LOW,2,0,0,0
300,2,5708.03,LOW,RECURRING,LOW,1,1,0,0
303,0,1594.82,LOW,NEW,LOW,1,0,0,0
303,1,1718.50,LOW,NEW,LOW,1,0,0,0
303,2,1962.52,LOW,RECURRING,LOW,1,0,0,0
304,0,2965.75,LOW,NEW,HIGH,1,0,0,0
308,0,1941.21,LOW,RECURRING,LOW,1,0,0,0
308,1,6445.91,LOW,NEW,LOW,2,1,0,0
309,0,2064.13,LOW,NEW,LOW,1,0,0,0
309,1,1976.75,LOW,NEW,LOW,1,0,0,0
310,0,5320.51,LOW,NEW,LOW,1,1,0,0
310,1,1917.03,LOW,NEW,LOW,1,0,0,0
314,0,2121.17,LOW,RECURRING,LOW,1,0,0,0
315,0,7158.10,LOW,RECURRING,LOW,2,0,1,0
317,0,2081.52,LOW,RECURRING,LOW,1,0,0,0
318,0,2233.76,LOW,NEW,LOW,1,0,0,0
323,0,6853.33,LOW,NEW,HIGH,1,1,0,0
323,1,1992.60,LOW,NEW,LOW,1,0,0,0
324,0,1901.86,LOW,NEW,LOW,1,0,0,0
326,0,7511.17,LOW,RECURRING,HIGH,1,1,0,0
326,1,8406.65,LOW,RECURRING,HIGH,1,1,0,0
327,0,1965.29,LOW,NEW,LOW,1,0,0,0
331,0,2447.85,LOW,RECURRING,HIGH,1,0,0,0
333,0,2409.55,LOW,NEW,HIGH,1,0,0,0
333,1,6068.82,LOW,NEW,LOW,1,1,0,0
335,0,12477.63,LOW,RECURRING,LOW,1,1,0,1
341,0,2093.59,LOW,RECURRING,LOW,1,0,0,0
343,0,1825.59,LOW,NEW,LOW,1,0,0,0
343,1,4838.39,LOW,RECURRING,LOW,1,1,0,0
344,0,4170.88,LOW,NEW,LOW,2,0,0,0
346,0,1605.03,LOW,NEW,LOW,1,0,0,0
346,1,3156.31,LOW,NEW,LOW,0,1,0,0
346,2,1583.26,LOW,NEW,LOW,1,0,0,0
347,0,4499.84,LOW,RECURRING,LOW,2,0,0,0
347,1,6949.61,LOW,RECURRING,HIGH,1,1,0,0
348,0,3798.99,LOW,NEW,LOW,0,1,0,0
349,0,1669.59,LOW,NEW,LOW,1,0,0,0
350,0,4584.47,LOW,RECURRING,LOW,1,1,0,0
351,0,4796.37,LOW,RECURRING,LOW,1,1,0,0
352,0,14949.08,LOW,RECURRING,HIGH,2,1,1,0
353,0,1572.68,LOW,NEW,LOW,1,0,0,0
353,1,2820.81,LOW,NEW,HIGH,1,0,0,0
355,0,2029.28,LOW,NEW,LOW,1,0,0,0
357,0,4966.30,LOW,RECURRING,LOW,1,1,0,0
358,0,3349.89,LOW,RECURRING,LOW,0,1,0,0
361,0,4160.86,LOW,RECURRING,LOW,0,1,0,0
369,0,4324.99,LOW,RECURRING,LOW,0,0,1,0
369,1,7704.22,LOW,RECURRING,LOW,2,1,0,0
371,0,2006.31,LOW,NEW,LOW,1,0,0,0
372,0,1938.45,LOW,NEW,LOW,1,0,0,0
372,1,2130.70,LOW,RECURRING,LOW,1,0,0,0
373,0,2652.83,LOW,NEW,HIGH,1,0,0,0
373,1,2099.53,LOW,RECURRING,LOW,1,0,0,0
378,0,2514.17,LOW,RECURRING,HIGH,1,0,0,0
378,1,3152.94,LOW,RECURRING,LOW,2,0,0,0
378,2,2349.54,LOW,NEW,HIGH,1,0,0,0
380,0,2659.86,LOW,RECURRING,HIGH,1,0,0,0
381,0,3251.52,LOW,NEW,LOW,0,1,0,0
381,1,3508.50,LOW,NEW,LOW,0,1,0,0
381,2,1491.22,LOW,NEW,LOW,1,0,0,0
382,0,1886.74,LOW,NEW,LOW,1,0,0,0
387,0,3151.00,LOW,RECURRING,LOW,0,1,0,0
387,1,2130.98,LOW,NEW,LOW,1,0,0,0
392,0,3315.69,LOW,RECURRING,LOW,0,0,1,0
393,0,1818.46,LOW,NEW,LOW,1,0,0,0
393,1,2597.46,LOW,RECURRING,HIGH,1,0,0,0
393,2,1554.71,LOW,NEW,LOW,1,0,0,0
394,0,7238.29,LOW,RECURRING,HIGH,1,1,0,0
395,0,2711.91,LOW,NEW,HIGH,1,0,0,0
395,1,5252.13,LOW,NEW,LOW,1,1,0,0
396,0,4068.42,LOW,RECURRING,LOW,0,1,0,0
396,1,4435.27,LOW,RECURRING,HIGH,0,1,0,0
396,2,1921.66,LOW,NEW,LOW,1,0,0,0
396,3,2185.78,LOW,NEW,LOW,1,0,0,0
397,0,5255.87,LOW,NEW,HIGH,0,1,0,0
397,1,4832.71,LOW,NEW,LOW,1,1,0,0
398,0,2185.68,LOW,RECURRING,LOW,1,0,0,0
398,1,1601.54,LOW,NEW,LOW,1,0,0,0
401,0,3418.26,LOW,NEW,LOW,2,0,0,0
401,1,7257.77,LOW,NEW,LOW,0,0,0,1
402,0,5564.87,LOW,NEW,HIGH,0,0,1,0
403,0,2496.00,LOW,NEW,HIGH,1,0,0,0
403,1,1907.72,LOW,NEW,LOW,1,0,0,0
407,0,1538.98,LOW,RECURRING,LOW,1,0,0,0
407,1,5500.52,LOW,NEW,LOW,1,0,1,0
407,2,3172.86,LOW,NEW,LOW,0,1,0,0
409,0,3632.49,LOW,NEW,LOW,0,1,0,0
411,0,4934.88,LOW,RECURRING,HIGH,0,1,0,0
412,0,5744.18,LOW,NEW,LOW,1,1,0,0
414,0,6083.55,LOW,RECURRING,LOW,1,0,1,0
416,0,9499.84,LOW,NEW,LOW,2,1,1,0
416,1,1846.68,LOW,NEW,LOW,1,0,0,0
418,0,12214.56,LOW,NEW,HIGH,1,1,1,0
419,0,2015.47,LOW,RECURRING,LOW,1,0,0,0
420,0,5557.11,LOW,NEW,LOW,1,1,0,0
421,0,1658.14,LOW,NEW,LOW,1,0,0,0
422,0,2243.52,LOW,NEW,LOW,1,0,0,0
424,0,7520.88,LOW,RECURRING,LOW,2,1,0,0
425,0,1861.10,LOW,RECURRING,LOW,1,0,0,0
425,1,2841.87,LOW,RECURRING,HIGH,1,0,0,0
427,0,1914.17,LOW,RECURRING,LOW,1,0,0,0
427,1,6244.00,LOW,NEW,LOW,0,1,1,0
430,0,3772.70,LOW,NEW,LOW,0,0,1,0
430,1,2967.64,LOW,NEW,LOW,0,0,1,0
431,0,3916.34,LOW,NEW,LOW,0,1,0,0
431,1,1968.79,LOW,NEW,LOW,1,0,0,0
433,0,4149.31,LOW,NEW,LOW,0,1,0,0
439,0,2263.56,LOW,NEW,LOW,1,0,0,0
442,0,4181.77,LOW,RECURRING,LOW,0,0,1,0
442,1,1835.03,LOW,RECURRING,LOW,1,0,0,0
444,0,3241.76,LOW,RECURRING,LOW,0,1,0,0
444,1,1578.49,LOW,NEW,LOW,1,0,0,0
445,0,12024.24,LOW,RECURRING,LOW,1,1,0,1
446,0,1727.01,LOW,NEW,LOW,1,0,0,0
446,1,7353.46,LOW,NEW,HIGH,1,0,1,0
447,0,1623.91,LOW,NEW,LOW,1,0,0,0
451,0,6915.83,LOW,RECURRING,LOW,1,0,0,1
451,1,3861.10,LOW,RECURRING,LOW,0,0,1,0
454,0,5916.65,LOW,NEW,LOW,1,1,0,0
454,1,1803.81,LOW,RECURRING,LOW,1,0,0,0
454,2,4052.91,LOW,RECURRING,LOW,0,0,1,0
455,0,6464.11,LOW,NEW,LOW,0,1,1,0
456,0,6997.05,LOW,NEW,LOW,0,0,0,1
465,0,3235.41,LOW,RECURRING,LOW,0,1,0,0
466,0,2169.58,LOW,RECURRING,LOW,1,0,0,0
467,0,1990.19,LOW,RECURRING,LOW,1,0,0,0
467,1,8704.73,LOW,NEW,LOW,1,0,0,1
467,2,2220.57,LOW,RECURRING,LOW,1,0,0,0
467,3,1929.28,LOW,NEW,LOW,1,0,0,0
468,0,1660.38,LOW,RECURRING,LOW,1,0,0,0
469,0,2828.93,LOW,RECURRING,HIGH,1,0,0,0
469,1,2768.03,LOW,RECURRING,LOW,0,1,0,0
469,2,7188.47,LOW,NEW,LOW,0,1,1,0
473,0,9835.69,LOW,NEW,LOW,1,0,1,1
473,1,3374.22,LOW,NEW,LOW,0,1,0,0
475,0,2056.60,LOW,NEW,LOW,1,0,0,0
475,1,2601.86,LOW,RECURRING,HIGH,1,0,0,0
477,0,3472.92,LOW,NEW,LOW,0,1,0,0
477,1,3775.71,LOW,NEW,LOW,0,0,1,0
478,0,5638.84,LOW,RECURRING,LOW,1,1,0,0
478,1,5983.34,LOW,RECURRING,LOW,1,1,0,0
478,2,1741.69,LOW,NEW,LOW,1,0,0,0
478,3,2233.42,LOW,NEW,LOW,1,0,0,0
479,0,4401.04,LOW,NEW,HIGH,0,1,0,0
484,0,2423.06,LOW,RECURRING,HIGH,1,0,0,0
486,0,7696.21,LOW,NEW,HIGH,1,1,0,0
486,1,6581.69,LOW,RECURRING,LOW,1,0,1,0
487,0,5623.36,LOW,NEW,LOW,1,1,0,0
488,0,7349.02,LOW,NEW,HIGH,1,1,0,0
488,1,3845.81,LOW,NEW,LOW,0,1,0,0
489,0,1536.78,LOW,NEW,LOW,1,0,0,0
489,1,2143.75,LOW,NEW,LOW,1,0,0,0
494,0,3502.01,LOW,RECURRING,LOW,2,0,0,0
494,1,2115.88,LOW,RECURRING,LOW,1,0,0,0
494,2,8639.99,LOW,NEW,LOW,2,0,1,0
495,0,1845.32,LOW,NEW,LOW,1,0,0,0
497,0,1727.47,LOW,NEW,LOW,1,0,0,0
497,1,2054.70,LOW,RECURRING,LOW,1,0,0,0
498,0,3056.07,LOW,NEW,LOW,0,1,0,0
499,0,1999.87,LOW,NEW,LOW,1,0,0,0
499,1,4655.32,LOW,NEW,HIGH,2,0,0,0
500,0,1726.06,LOW,RECURRING,LOW,1,0,0,0
502,0,2460.81,LOW,NEW,HIGH,1,0,0,0
502,1,6562.76,LOW,NEW,HIGH,1,1,0,0
503,0,2115.31,LOW,NEW,LOW,1,0,0,0
