t,arrival_idx,max_wtp,season,customer_type,commodity_value,TEU,FEU,HC,REEF
69,2,3569.83,HIGH,RECURRING,LOW,1,0,0,0
69,3,13973.97,HIGH,NEW,HIGH,1,0,2,0
70,0,21747.53,HIGH,NEW,LOW,3,0,0,1
71,0,3429.63,HIGH,NEW,LOW,1,0,0,0
72,0,8426.33,HIGH,RECURRING,LOW,1,1,0,0
72,1,9533.46,HIGH,RECURRING,LOW,2,1,0,0
73,0,17177.84,HIGH,RECURRING,HIGH,3,1,0,0
73,1,7668.13,HIGH,RECURRING,LOW,1,1,0,0
74,0,15759.79,HIGH,NEW,LOW,5,0,0,0
74,1,14531.33,HIGH,RECURRING,HIGH,0,1,0,1
74,2,3657.87,HIGH,RECURRING,LOW,1,0,0,0
75,0,6937.91,HIGH,RECURRING,LOW,0,0,1,0
75,1,3441.48,HIGH,NEW,HIGH,1,0,0,0
75,2,7517.11,HIGH,NEW,HIGH,1,1,0,0
75,3,30697.46,HIGH,RECURRING,HIGH,1,3,1,1
76,0,17289.06,HIGH,NEW,HIGH,1,1,1,0
76,1,10447.46,HIGH,NEW,HIGH,1,0,1,0
76,2,7336.68,HIGH,NEW,LOW,2,0,0,0
76,3,5319.66,HIGH,NEW,LOW,2,0,0,0
76,4,17567.10,HIGH,RECURRING,LOW,0,0,1,1
77,0,9425.97,HIGH,RECURRING,HIGH,1,1,0,0
77,1,11501.82,HIGH,RECURRING,LOW,1,2,0,0
78,0,10372.24,HIGH,RECURRING,LOW,3,0,0,0
78,1,7549.24,HIGH,NEW,HIGH,1,0,1,0
79,0,9925.25,HIGH,RECURRING,LOW,1,0,1,0
79,1,9521.11,HIGH,NEW,HIGH,0,1,1,0
79,2,9071.06,HIGH,NEW,HIGH,3,0,0,0
80,0,14843.28,HIGH,NEW,HIGH,1,1,1,0
80,1,26052.00,HIGH,NEW,HIGH,0,2,1,1
81,0,3306.81,HIGH,RECURRING,LOW,1,0,0,0
82,0,22552.25,HIGH,NEW,LOW,3,2,0,0
82,1,5947.13,HIGH,NEW,LOW,0,0,1,0
82,2,8034.27,HIGH,NEW,LOW,3,0,0,0
82,3,15213.98,HIGH,RECURRING,LOW,1,0,0,1
83,0,8424.38,HIGH,NEW,LOW,1,1,0,0
83,1,8737.31,HIGH,NEW,LOW,1,1,0,0
83,2,2925.48,HIGH,NEW,LOW,1,0,0,0
83,3,18942.58,HIGH,RECURRING,HIGH,1,1,0,1
83,4,2733.84,HIGH,NEW,HIGH,1,0,0,0
84,0,5863.27,HIGH,NEW,LOW,0,0,1,0
84,1,5846.50,HIGH,NEW,HIGH,0,1,0,0
85,0,8829.95,HIGH,NEW,HIGH,1,1,0,0
85,1,6976.15,HIGH,RECURRING,LOW,2,0,0,0
85,2,10184.30,HIGH,NEW,LOW,0,0,0,1
85,3,12650.78,HIGH,RECURRING,HIGH,4,0,0,0
85,4,2821.71,HIGH,NEW,LOW,1,0,0,0
86,0,12503.86,HIGH,RECURRING,LOW,1,1,1,0
86,1,2640.12,HIGH,RECURRING,HIGH,1,0,0,0
86,2,9383.59,HIGH,RECURRING,LOW,0,2,0,0
86,3,13877.42,HIGH,NEW,LOW,0,0,2,0
87,0,7401.65,HIGH,RECURRING,LOW,1,1,0,0
87,1,10903.91,HIGH,RECURRING,HIGH,3,0,0,0
88,0,18058.81,HIGH,RECURRING,LOW,2,0,0,1
88,1,9935.29,HIGH,NEW,LOW,1,0,1,0
89,0,7629.50,HIGH,NEW,LOW,3,0,0,0
89,1,12643.62,HIGH,RECURRING,HIGH,1,0,0,1
89,2,3043.80,HIGH,RECURRING,HIGH,1,0,0,0
89,3,6047.80,HIGH,RECURRING,HIGH,2,0,0,0
90,0,9169.92,HIGH,NEW,HIGH,1,1,0,0
90,1,10305.52,HIGH,RECURRING,HIGH,2,1,0,0
90,2,15717.82,HIGH,NEW,LOW,3,1,0,0
91,0,8207.06,HIGH,NEW,HIGH,1,0,1,0
92,0,18022.48,HIGH,RECURRING,HIGH,2,2,0,0
92,1,3735.36,HIGH,NEW,LOW,1,0,0,0
92,2,6493.77,HIGH,RECURRING,LOW,0,1,0,0
92,3,6485.27,HIGH,NEW,LOW,2,0,0,0
93,0,12991.61,HIGH,RECURRING,LOW,0,0,2,0
93,1,5507.41,HIGH,NEW,LOW,0,1,0,0
93,2,13324.89,HIGH,RECURRING,HIGH,1,0,0,1
94,0,2955.05,HIGH,RECURRING,LOW,1,0,0,0
94,1,14676.17,HIGH,NEW,HIGH,2,1,1,0
94,2,3018.93,HIGH,RECURRING,LOW,1,0,0,0
95,0,3231.24,HIGH,RECURRING,LOW,1,0,0,0
96,0,9608.29,HIGH,RECURRING,HIGH,2,1,0,0
96,1,16905.51,HIGH,NEW,LOW,1,2,0,0
96,2,2590.42,HIGH,RECURRING,HIGH,1,0,0,0
96,3,24102.18,HIGH,NEW,HIGH,1,0,0,2
97,0,24888.24,HIGH,RECURRING,LOW,3,0,2,0
97,1,5152.52,HIGH,NEW,LOW,0,1,0,0
98,0,5295.74,HIGH,RECURRING,LOW,0,1,0,0
98,1,12596.32,HIGH,RECURRING,LOW,2,0,1,0
98,2,6749.34,HIGH,RECURRING,LOW,2,0,0,0
99,0,13247.69,HIGH,NEW,HIGH,1,0,2,0
99,1,14565.89,HIGH,NEW,LOW,0,1,0,1
99,2,3460.02,HIGH,NEW,LOW,1,0,0,0
99,3,5354.44,HIGH,NEW,HIGH,0,1,0,0
100,0,20754.67,HIGH,RECURRING,HIGH,3,2,0,0
100,1,9714.45,HIGH,NEW,LOW,1,0,1,0
100,2,30546.72,HIGH,RECURRING,HIGH,3,2,1,0
101,0,22954.49,HIGH,NEW,HIGH,4,0,2,0
101,1,16166.98,HIGH,RECURRING,HIGH,3,1,0,0
101,2,12993.79,HIGH,RECURRING,LOW,2,1,0,0
101,3,17913.40,HIGH,RECURRING,LOW,0,0,0,2
102,0,13532.36,HIGH,NEW,HIGH,3,0,1,0
102,1,9778.04,HIGH,NEW,HIGH,2,1,0,0
103,0,14155.28,HIGH,RECURRING,LOW,2,0,1,0
103,1,12955.66,HIGH,RECURRING,LOW,1,2,0,0
103,2,20389.31,HIGH,NEW,LOW,1,1,2,0
103,3,2957.45,HIGH,NEW,LOW,1,0,0,0
103,4,15433.03,HIGH,RECURRING,HIGH,1,0,0,1
104,0,3377.33,HIGH,NEW,LOW,1,0,0,0
104,1,16680.87,HIGH,NEW,HIGH,0,0,1,1
105,0,10072.07,HIGH,NEW,LOW,1,1,0,0
105,1,12380.97,HIGH,NEW,LOW,0,2,0,0
106,0,16451.17,HIGH,NEW,HIGH,0,2,1,0
106,1,18239.71,HIGH,NEW,HIGH,3,1,1,0
107,0,36990.48,HIGH,NEW,HIGH,2,0,1,2
107,1,5274.20,HIGH,NEW,LOW,2,0,0,0
107,2,30559.34,HIGH,NEW,LOW,1,2,1,1
107,3,20851.01,HIGH,RECURRING,LOW,3,0,2,0
107,4,22032.93,HIGH,NEW,LOW,1,1,2,0
107,5,11446.08,HIGH,RECURRING,LOW,0,0,0,1
108,0,7783.53,HIGH,NEW,LOW,1,0,1,0
108,1,6313.40,HIGH,NEW,LOW,0,1,0,0
109,0,20454.95,HIGH,RECURRING,LOW,4,1,0,0
109,1,4655.99,HIGH,RECURRING,LOW,0,1,0,0
109,2,19933.56,HIGH,RECURRING,LOW,2,2,0,0
110,0,2868.31,HIGH,RECURRING,LOW,1,0,0,0
110,1,16611.07,HIGH,NEW,LOW,4,1,0,0
110,2,9840.82,HIGH,RECURRING,HIGH,1,0,1,0
110,3,16837.11,HIGH,NEW,HIGH,1,1,0,1
111,0,8514.45,HIGH,NEW,LOW,3,0,0,0
111,1,9642.56,HIGH,RECURRING,HIGH,1,1,0,0
111,2,6949.00,HIGH,RECURRING,HIGH,0,0,1,0
112,0,18896.68,HIGH,NEW,HIGH,2,2,1,0
112,1,7391.12,HIGH,RECURRING,LOW,1,0,1,0
112,2,11223.85,HIGH,NEW,LOW,2,0,1,0
112,3,7048.22,HIGH,RECURRING,LOW,0,0,1,0
112,4,12454.21,HIGH,RECURRING,LOW,0,1,1,0
112,5,7050.90,HIGH,RECURRING,HIGH,1,1,0,0
113,0,11113.78,HIGH,NEW,HIGH,0,1,1,0
114,0,11034.03,HIGH,RECURRING,LOW,3,0,0,0
114,1,2733.43,HIGH,NEW,HIGH,1,0,0,0
114,2,22826.37,HIGH,NEW,LOW,1,1,1,1
115,0,5325.17,HIGH,NEW,HIGH,0,1,0,0
115,1,19730.82,HIGH,RECURRING,LOW,2,3,0,0
115,2,5735.67,HIGH,NEW,LOW,0,1,0,0
115,3,6017.04,HIGH,NEW,LOW,0,1,0,0
115,4,13133.95,HIGH,RECURRING,LOW,2,0,1,0
116,0,21818.41,HIGH,RECURRING,LOW,1,2,1,0
116,1,8414.09,HIGH,NEW,HIGH,1,1,0,0
116,2,22423.74,HIGH,NEW,HIGH,1,0,0,2
117,0,13070.34,HIGH,NEW,LOW,2,1,0,0
117,1,5638.64,HIGH,NEW,LOW,0,1,0,0
117,2,6152.05,HIGH,NEW,HIGH,0,1,0,0
118,0,20687.49,HIGH,RECURRING,LOW,1,3,0,0
118,1,18877.46,HIGH,NEW,LOW,0,0,1,1
119,0,7285.83,HIGH,RECURRING,LOW,1,1,0,0
119,1,7560.42,HIGH,NEW,LOW,1,1,0,0
119,2,5325.61,HIGH,RECURRING,LOW,0,1,0,0
119,3,5002.37,HIGH,NEW,HIGH,0,1,0,0
120,0,6573.81,HIGH,NEW,HIGH,0,0,1,0
120,1,14326.53,HIGH,NEW,LOW,1,1,1,0
120,2,7988.49,HIGH,NEW,LOW,3,0,0,0
121,0,11710.92,HIGH,RECURRING,LOW,2,1,0,0
121,1,16123.85,HIGH,NEW,LOW,0,1,0,1
122,0,19247.41,HIGH,NEW,LOW,2,1,0,1
122,1,5853.85,HIGH,NEW,LOW,0,0,1,0
122,2,3630.59,HIGH,RECURRING,LOW,1,0,0,0
122,3,3362.35,HIGH,NEW,LOW,1,0,0,0
122,4,12389.18,HIGH,RECURRING,LOW,1,2,0,0
123,0,12355.31,HIGH,NEW,HIGH,1,1,1,0
124,0,24067.03,HIGH,RECURRING,HIGH,4,0,0,1
124,1,11310.36,HIGH,NEW,LOW,0,0,2,0
124,2,9185.57,HIGH,RECURRING,HIGH,1,1,0,0
124,3,5606.86,HIGH,NEW,HIGH,0,1,0,0
125,0,13433.58,HIGH,RECURRING,LOW,0,0,2,0
125,1,11692.12,HIGH,RECURRING,HIGH,0,1,1,0
125,2,8368.40,HIGH,RECURRING,LOW,1,1,0,0
125,3,17905.52,HIGH,RECURRING,LOW,5,0,0,0
126,0,8805.45,HIGH,NEW,HIGH,1,0,1,0
126,1,12143.35,HIGH,NEW,LOW,2,1,0,0
126,2,6762.10,HIGH,RECURRING,LOW,2,0,0,0
127,0,14047.68,HIGH,NEW,LOW,1,1,1,0
127,1,8260.85,HIGH,NEW,LOW,1,1,0,0
127,2,25179.72,HIGH,NEW,HIGH,3,1,0,1
127,3,7043.87,HIGH,NEW,HIGH,1,1,0,0
128,0,9297.62,HIGH,RECURRING,HIGH,1,1,0,0
128,1,14312.24,HIGH,RECURRING,LOW,0,1,2,0
128,2,19929.06,HIGH,NEW,LOW,4,1,0,0
128,3,22165.80,HIGH,RECURRING,LOW,2,2,0,1
128,4,3441.90,HIGH,NEW,HIGH,1,0,0,0
129,0,18568.07,HIGH,NEW,HIGH,2,0,0,1
129,1,5650.03,HIGH,NEW,LOW,2,0,0,0
129,2,17068.00,HIGH,RECURRING,HIGH,1,1,1,0
129,3,17580.80,HIGH,RECURRING,LOW,1,0,2,0
130,0,21113.66,HIGH,NEW,HIGH,0,1,2,0
131,0,4708.69,HIGH,NEW,LOW,0,1,0,0
131,1,10316.65,HIGH,NEW,LOW,1,0,1,0
131,2,7427.49,HIGH,NEW,LOW,1,1,0,0
131,3,10398.82,HIGH,NEW,HIGH,2,0,1,0
131,4,9994.18,HIGH,NEW,LOW,2,0,1,0
132,0,13860.83,HIGH,NEW,HIGH,2,0,1,0
132,1,30321.64,HIGH,NEW,LOW,5,2,1,0
133,0,9244.02,HIGH,RECURRING,LOW,1,1,0,0
133,1,18006.76,HIGH,NEW,LOW,3,0,1,0
134,0,3455.12,HIGH,RECURRING,HIGH,1,0,0,0
135,0,46740.70,HIGH,NEW,LOW,6,1,1,1
136,0,6701.94,HIGH,NEW,HIGH,2,0,0,0
136,1,20568.20,HIGH,NEW,LOW,2,1,1,0
136,2,2629.13,HIGH,NEW,LOW,1,0,0,0
136,3,20515.72,HIGH,NEW,LOW,2,2,0,0
136,4,11909.50,HIGH,RECURRING,LOW,2,1,0,0
137,0,23472.36,HIGH,NEW,LOW,0,0,0,2
138,0,13640.32,HIGH,RECURRING,LOW,1,0,0,1
138,1,13549.28,HIGH,NEW,HIGH,0,0,2,0
138,2,7052.32,HIGH,RECURRING,LOW,0,0,1,0
138,3,11661.50,HIGH,RECURRING,LOW,1,2,0,0
139,0,12057.95,HIGH,RECURRING,LOW,1,2,0,0
139,1,13615.37,HIGH,RECURRING,HIGH,3,1,0,0
139,2,12749.79,HIGH,NEW,HIGH,0,1,1,0
140,0,9909.70,HIGH,RECURRING,LOW,1,1,0,0
140,1,2720.81,HIGH,NEW,LOW,1,0,0,0
140,2,5409.51,HIGH,RECURRING,HIGH,0,1,0,0
140,3,6100.56,HIGH,NEW,LOW,0,1,0,0
141,0,5976.40,HIGH,RECURRING,LOW,2,0,0,0
141,1,25842.74,HIGH,RECURRING,LOW,1,0,0,2
142,0,26153.04,HIGH,RECURRING,HIGH,1,1,1,1
142,1,8335.04,HIGH,RECURRING,LOW,1,1,0,0
142,2,12780.83,HIGH,NEW,HIGH,2,1,0,0
142,3,10055.18,HIGH,RECURRING,HIGH,1,0,1,0
143,0,14975.18,HIGH,NEW,LOW,0,1,0,1
143,1,9820.31,HIGH,RECURRING,LOW,1,1,0,0
143,2,17289.10,HIGH,NEW,LOW,0,2,0,1
144,0,20571.44,HIGH,RECURRING,LOW,1,0,1,1
144,1,6251.45,HIGH,RECURRING,HIGH,0,1,0,0
144,2,12939.41,HIGH,NEW,LOW,1,1,1,0
144,3,5730.20,HIGH,NEW,HIGH,2,0,0,0
145,0,5804.91,HIGH,NEW,HIGH,0,1,0,0
146,0,4911.14,HIGH,RECURRING,HIGH,0,1,0,0
146,1,6485.04,HIGH,RECURRING,LOW,2,0,0,0
146,2,9031.32,HIGH,NEW,LOW,1,1,0,0
146,3,36587.71,HIGH,RECURRING,LOW,3,1,1,1
146,4,32814.88,HIGH,RECURRING,HIGH,1,1,0,3
147,0,18922.15,HIGH,RECURRING,LOW,1,1,0,1
147,1,37167.78,HIGH,NEW,HIGH,2,0,1,2
147,2,24072.16,HIGH,NEW,HIGH,4,1,1,0
147,3,5907.96,HIGH,NEW,HIGH,2,0,0,0
148,0,26481.85,HIGH,NEW,LOW,1,1,1,1
148,1,10490.32,HIGH,RECURRING,HIGH,2,1,0,0
148,2,6104.69,HIGH,RECURRING,HIGH,2,0,0,0
149,0,6648.02,HIGH,NEW,LOW,0,1,0,0
149,1,10828.72,HIGH,NEW,HIGH,0,2,0,0
149,2,6434.33,HIGH,RECURRING,HIGH,2,0,0,0
149,3,4696.07,HIGH,NEW,LOW,0,1,0,0
150,0,7217.51,HIGH,RECURRING,HIGH,1,1,0,0
150,1,19612.89,HIGH,NEW,LOW,0,1,3,0
150,2,3702.31,HIGH,RECURRING,LOW,1,0,0,0
