t,arrival_idx,max_wtp,season,customer_type,commodity_value,TEU,FEU,HC,REEF
12,4,17014.09,LOW,NEW,LOW,2,3,0,0
14,0,9662.39,LOW,NEW,HIGH,1,1,0,0
14,1,4933.66,LOW,RECURRING,LOW,2,0,0,0
14,2,33718.20,LOW,RECURRING,HIGH,2,0,0,2
14,3,2547.70,LOW,RECURRING,LOW,1,0,0,0
14,4,5190.99,LOW,NEW,LOW,0,0,1,0
14,5,9178.91,LOW,NEW,LOW,0,0,2,0
15,0,18285.02,LOW,NEW,LOW,2,2,1,0
16,0,9291.98,LOW,RECURRING,LOW,2,1,0,0
17,0,14058.59,LOW,NEW,LOW,2,0,0,1
17,1,8825.35,LOW,NEW,LOW,2,1,0,0
17,2,2569.38,LOW,RECURRING,LOW,1,0,0,0
17,3,6425.98,LOW,RECURRING,LOW,3,0,0,0
19,0,2277.57,LOW,RECURRING,LOW,1,0,0,0
19,1,25887.86,LOW,RECURRING,HIGH,0,1,1,1
20,0,16102.26,LOW,NEW,LOW,1,1,2,0
21,0,15845.87,LOW,NEW,HIGH,4,0,0,0
22,0,6364.62,LOW,RECURRING,LOW,1,0,1,0
22,1,6772.11,LOW,NEW,LOW,1,0,1,0
22,2,15482.26,LOW,NEW,LOW,2,1,1,0
23,0,16759.65,LOW,RECURRING,LOW,1,2,0,1
23,1,11342.63,LOW,RECURRING,LOW,2,0,0,1
24,0,17604.74,LOW,RECURRING,LOW,1,1,2,0
24,1,4279.22,LOW,RECURRING,LOW,0,1,0,0
24,2,4772.43,LOW,RECURRING,LOW,0,1,0,0
25,0,9918.81,LOW,RECURRING,LOW,1,0,0,1
25,1,9590.93,LOW,RECURRING,HIGH,1,1,0,0
25,2,7304.91,LOW,RECURRING,LOW,1,1,0,0
25,3,7561.78,LOW,RECURRING,LOW,1,1,0,0
25,4,13873.06,LOW,NEW,LOW,2,2,0,0
26,0,11621.41,LOW,RECURRING,LOW,1,1,1,0
26,1,12193.12,LOW,NEW,HIGH,1,0,1,0
26,2,19855.95,LOW,RECURRING,HIGH,2,1,1,0
27,0,14628.96,LOW,RECURRING,HIGH,2,1,0,0
27,1,5394.46,LOW,NEW,LOW,2,0,0,0
27,2,8866.38,LOW,RECURRING,LOW,0,2,0,0
28,0,5267.35,LOW,RECURRING,LOW,2,0,0,0
28,1,7543.29,LOW,NEW,LOW,0,0,0,1
28,2,15795.00,LOW,NEW,HIGH,1,2,0,0
29,0,28268.37,LOW,NEW,HIGH,1,0,2,1
29,1,5957.37,LOW,NEW,LOW,1,0,1,0
29,2,9908.35,LOW,NEW,LOW,1,0,2,0
29,3,4036.82,LOW,NEW,LOW,0,0,1,0
30,0,7942.61,LOW,RECURRING,HIGH,0,1,0,0
30,1,11586.89,LOW,NEW,LOW,0,2,1,0
31,0,9031.89,LOW,RECURRING,LOW,1,0,0,1
31,1,6083.60,LOW,RECURRING,LOW,1,0,1,0
31,2,3442.71,LOW,RECURRING,HIGH,1,0,0,0
31,3,20631.92,LOW,RECURRING,LOW,2,0,4,0
32,0,24316.35,LOW,NEW,HIGH,3,0,0,1
32,1,7749.95,LOW,NEW,HIGH,0,0,1,0
32,2,6008.07,LOW,RECURRING,LOW,1,1,0,0
33,0,4956.53,LOW,NEW,LOW,2,0,0,0
34,0,18188.56,LOW,RECURRING,HIGH,1,1,1,0
34,1,4777.26,LOW,RECURRING,LOW,0,1,0,0
34,2,17196.18,LOW,RECURRING,HIGH,1,0,0,1
35,0,2681.46,LOW,RECURRING,LOW,1,0,0,0
35,1,6032.29,LOW,RECURRING,LOW,1,1,0,0
35,2,10488.83,LOW,RECURRING,LOW,0,0,2,0
35,3,11972.75,LOW,NEW,LOW,1,0,2,0
35,4,11059.25,LOW,RECURRING,HIGH,3,0,0,0
36,0,7810.35,LOW,RECURRING,LOW,1,0,1,0
36,1,4326.30,LOW,RECURRING,LOW,0,1,0,0
37,0,2465.93,LOW,NEW,LOW,1,0,0,0
37,1,15788.23,LOW,RECURRING,HIGH,0,1,1,0
37,2,4693.95,LOW,RECURRING,LOW,2,0,0,0
37,3,7806.89,LOW,NEW,LOW,0,1,1,0
38,0,8297.18,LOW,RECURRING,LOW,0,1,1,0
38,1,7527.81,LOW,NEW,LOW,0,2,0,0
38,2,14158.95,LOW,NEW,LOW,3,2,0,0
38,3,4624.61,LOW,NEW,LOW,0,0,1,0
39,0,26651.27,LOW,RECURRING,LOW,2,1,2,1
39,1,10823.05,LOW,NEW,HIGH,0,0,0,1
39,2,7969.87,LOW,NEW,LOW,0,0,0,1
39,3,8541.03,LOW,RECURRING,LOW,2,0,1,0
40,0,27720.48,LOW,RECURRING,LOW,3,3,1,0
40,1,31928.48,LOW,NEW,HIGH,2,2,1,0
41,0,4453.46,LOW,NEW,LOW,0,1,0,0
41,1,8729.16,LOW,NEW,LOW,0,0,0,1
41,2,7614.20,LOW,NEW,LOW,1,1,0,0
41,3,4284.05,LOW,RECURRING,LOW,2,0,0,0
41,4,6010.09,LOW,RECURRING,HIGH,0,0,1,0
41,5,10803.38,LOW,RECURRING,LOW,1,0,2,0
41,6,2725.28,LOW,RECURRING,LOW,1,0,0,0
42,0,9454.59,LOW,NEW,LOW,2,1,0,0
42,1,18576.02,LOW,NEW,HIGH,3,0,1,0
42,2,2018.72,LOW,RECURRING,LOW,1,0,0,0
43,0,5233.34,LOW,RECURRING,LOW,2,0,0,0
43,1,15561.48,LOW,RECURRING,LOW,0,0,2,1
43,2,7721.02,LOW,RECURRING,HIGH,2,0,0,0
44,0,14794.56,LOW,NEW,HIGH,0,2,0,0
44,1,6293.65,LOW,NEW,HIGH,0,0,1,0
45,0,6384.30,LOW,NEW,LOW,3,0,0,0
45,1,2178.70,LOW,RECURRING,LOW,1,0,0,0
45,2,13485.80,LOW,NEW,LOW,1,0,1,1
45,3,17137.96,LOW,NEW,HIGH,2,0,1,0
45,4,9129.63,LOW,NEW,HIGH,1,1,0,0
46,0,10054.76,LOW,NEW,LOW,1,1,1,0
46,1,24955.46,LOW,RECURRING,LOW,3,0,0,2
46,2,36302.50,LOW,NEW,HIGH,4,1,0,1
47,0,9415.64,LOW,NEW,LOW,2,1,0,0
47,1,7014.99,LOW,NEW,LOW,1,1,0,0
48,0,11432.87,LOW,NEW,LOW,1,2,0,0
48,1,8755.43,LOW,NEW,LOW,2,1,0,0
49,0,5096.88,LOW,RECURRING,LOW,0,0,1,0
49,1,4642.01,LOW,RECURRING,LOW,0,0,1,0
49,2,2730.20,LOW,NEW,LOW,1,0,0,0
50,0,15368.68,LOW,RECURRING,LOW,1,1,0,1
50,1,9899.68,LOW,RECURRING,LOW,2,0,1,0
51,0,8451.87,LOW,RECURRING,HIGH,0,0,1,0
51,1,6898.77,LOW,RECURRING,LOW,1,0,1,0
51,2,16906.98,LOW,RECURRING,LOW,2,3,0,0
51,3,4297.40,LOW,NEW,LOW,2,0,0,0
51,4,26539.48,LOW,RECURRING,HIGH,1,1,1,1
52,0,15036.90,LOW,NEW,LOW,0,1,2,0
52,1,10771.31,LOW,NEW,HIGH,0,0,0,1
52,2,2462.10,LOW,NEW,LOW,1,0,0,0
53,0,10724.94,LOW,NEW,LOW,1,1,1,0
53,1,4176.79,LOW,RECURRING,LOW,0,1,0,0
53,2,7162.06,LOW,NEW,HIGH,2,0,0,0
53,3,7658.04,LOW,RECURRING,LOW,0,1,1,0
54,0,5772.54,LOW,RECURRING,LOW,1,1,0,0
54,1,19028.08,LOW,RECURRING,HIGH,1,2,0,0
54,2,6485.59,LOW,NEW,HIGH,0,1,0,0
54,3,8128.67,LOW,RECURRING,LOW,3,0,0,0
55,0,9826.04,LOW,NEW,LOW,0,1,1,0
55,1,4546.91,LOW,RECURRING,LOW,0,1,0,0
56,0,8328.22,LOW,RECURRING,LOW,0,1,1,0
56,1,8622.39,LOW,RECURRING,LOW,0,1,1,0
56,2,16893.73,LOW,RECURRING,HIGH,1,2,0,0
56,3,6222.03,LOW,RECURRING,LOW,1,0,1,0
56,4,11465.92,LOW,NEW,LOW,2,1,1,0
56,5,18887.30,LOW,RECURRING,HIGH,1,0,0,1
56,6,11902.10,LOW,NEW,LOW,0,2,1,0
57,0,12301.80,LOW,NEW,LOW,1,0,2,0
57,1,4405.81,LOW,NEW,LOW,0,1,0,0
58,0,19885.89,LOW,RECURRING,LOW,2,0,2,1
58,1,4700.98,LOW,NEW,LOW,2,0,0,0
59,0,4376.56,LOW,NEW,LOW,0,0,1,0
59,1,2606.26,LOW,RECURRING,LOW,1,0,0,0
60,0,26507.73,LOW,RECURRING,HIGH,2,1,2,0
60,1,12816.04,LOW,NEW,LOW,1,0,2,0
61,0,4756.03,LOW,NEW,LOW,2,0,0,0
61,1,5473.27,LOW,RECURRING,LOW,2,0,0,0
61,2,22072.86,LOW,RECURRING,HIGH,2,2,0,0
61,3,8357.37,LOW,RECURRING,LOW,2,0,1,0
61,4,4745.06,LOW,RECURRING,LOW,0,1,0,0
62,0,13608.00,LOW,NEW,LOW,0,3,0,0
62,1,4275.80,LOW,RECURRING,LOW,0,1,0,0
62,2,2241.63,LOW,NEW,LOW,1,0,0,0
62,3,10835.57,LOW,RECURRING,LOW,1,0,0,1
62,4,4446.96,LOW,RECURRING,LOW,0,1,0,0
63,0,15630.65,LOW,NEW,LOW,4,0,1,0
63,1,4675.64,LOW,RECURRING,LOW,0,0,1,0
64,0,4626.82,LOW,NEW,LOW,0,1,0,0
65,0,31994.66,LOW,NEW,LOW,0,2,0,3
65,1,8843.09,LOW,RECURRING,LOW,0,1,1,0
66,0,13191.30,LOW,RECURRING,LOW,3,0,0,1
66,1,15128.01,LOW,NEW,LOW,2,1,1,0
66,2,15299.92,LOW,NEW,LOW,1,2,1,0
66,3,2649.62,LOW,RECURRING,LOW,1,0,0,0
66,4,4904.97,LOW,NEW,LOW,0,0,1,0
67,0,9972.46,LOW,RECURRING,LOW,0,1,1,0
67,1,11169.84,LOW,RECURRING,LOW,1,0,2,0
67,2,14420.75,LOW,RECURRING,HIGH,1,0,0,1
67,3,2427.96,LOW,NEW,LOW,1,0,0,0
67,4,7994.00,LOW,RECURRING,LOW,2,1,0,0
67,5,12511.42,LOW,NEW,HIGH,1,0,1,0
68,0,18297.78,LOW,RECURRING,LOW,2,1,0,1
68,1,2469.81,LOW,RECURRING,LOW,1,0,0,0
68,2,4390.45,LOW,RECURRING,LOW,0,1,0,0
68,3,2095.43,LOW,NEW,LOW,1,0,0,0
70,0,10132.30,LOW,NEW,LOW,1,1,1,0
70,1,5414.31,LOW,RECURRING,LOW,2,0,0,0
71,0,2116.25,LOW,NEW,LOW,1,0,0,0
71,1,16339.40,LOW,NEW,HIGH,2,0,0,1
71,2,31958.53,LOW,RECURRING,HIGH,1,1,0,2
71,3,9963.46,LOW,NEW,LOW,1,0,0,1
72,0,7577.67,LOW,RECURRING,HIGH,0,1,0,0
73,0,2691.74,LOW,NEW,LOW,1,0,0,0
73,1,11455.66,LOW,RECURRING,LOW,2,0,0,1
73,2,13022.60,LOW,RECURRING,LOW,2,2,0,0
73,3,8094.60,LOW,RECURRING,LOW,2,1,0,0
73,4,2697.27,LOW,NEW,LOW,1,0,0,0
73,5,4061.49,LOW,NEW,HIGH,1,0,0,0
73,6,7424.53,LOW,RECURRING,LOW,1,0,1,0
74,0,9642.18,LOW,RECURRING,LOW,0,1,1,0
74,1,14892.90,LOW,NEW,LOW,0,0,0,2
74,2,12397.71,LOW,RECURRING,HIGH,2,1,0,0
75,0,2737.28,LOW,RECURRING,LOW,1,0,0,0
75,1,12485.86,LOW,NEW,HIGH,1,1,0,0
75,2,11487.65,LOW,RECURRING,LOW,1,0,0,1
77,0,10140.14,LOW,RECURRING,LOW,0,1,0,1
77,1,4115.80,LOW,RECURRING,LOW,0,0,1,0
77,2,6984.14,LOW,NEW,HIGH,0,0,1,0
78,0,17420.83,LOW,NEW,LOW,2,0,1,1
78,1,2592.10,LOW,NEW,LOW,1,0,0,0
78,2,4381.39,LOW,RECURRING,LOW,2,0,0,0
79,0,7303.35,LOW,RECURRING,LOW,1,0,1,0
80,0,9212.91,LOW,NEW,LOW,2,1,0,0
80,1,4045.41,LOW,NEW,LOW,0,0,1,0
80,2,25352.98,LOW,RECURRING,HIGH,2,1,1,0
81,0,14585.85,LOW,NEW,LOW,0,1,1,1
81,1,4151.58,LOW,RECURRING,LOW,0,1,0,0
81,2,8042.66,LOW,RECURRING,LOW,3,0,0,0
81,3,12279.89,LOW,RECURRING,HIGH,1,1,0,0
81,4,16397.23,LOW,NEW,LOW,2,2,1,0
83,0,8343.65,LOW,NEW,LOW,4,0,0,0
83,1,7437.06,LOW,RECURRING,HIGH,2,0,0,0
84,0,2109.14,LOW,NEW,LOW,1,0,0,0
84,1,23679.96,LOW,RECURRING,HIGH,3,1,1,0
84,2,14675.03,LOW,RECURRING,LOW,2,0,2,0
85,0,4353.76,LOW,NEW,LOW,0,0,1,0
85,1,8009.46,LOW,NEW,LOW,2,0,1,0
85,2,4086.89,LOW,RECURRING,LOW,0,0,1,0
86,0,6173.44,LOW,NEW,LOW,1,0,1,0
86,1,23937.17,LOW,RECURRING,HIGH,1,1,2,0
86,2,6371.85,LOW,NEW,HIGH,2,0,0,0
86,3,20355.75,LOW,RECURRING,LOW,1,2,0,1
86,4,2266.76,LOW,NEW,LOW,1,0,0,0
87,0,6952.58,LOW,NEW,LOW,3,0,0,0
87,1,11026.12,LOW,RECURRING,HIGH,1,0,1,0
87,2,34704.44,LOW,RECURRING,HIGH,2,1,3,0
88,0,16838.00,LOW,NEW,HIGH,2,0,0,1
88,1,25036.80,LOW,NEW,HIGH,1,0,1,1
88,2,2069.88,LOW,NEW,LOW,1,0,0,0
89,0,13352.20,LOW,NEW,HIGH,2,1,0,0
90,0,8971.30,LOW,RECURRING,HIGH,1,1,0,0
90,1,5030.86,LOW,RECURRING,LOW,2,0,0,0
90,2,11295.12,LOW,NEW,HIGH,1,0,1,0
91,0,20627.58,LOW,NEW,LOW,2,1,0,2
91,1,3521.76,LOW,NEW,HIGH,1,0,0,0
92,0,15704.46,LOW,RECURRING,LOW,0,2,0,1
92,1,23654.55,LOW,NEW,LOW,1,2,1,1
92,2,16075.57,LOW,RECURRING,HIGH,0,0,2,0
92,3,7162.22,LOW,RECURRING,LOW,3,0,0,0
93,0,4748.38,LOW,RECURRING,LOW,2,0,0,0
93,1,9560.86,LOW,RECURRING,LOW,1,0,0,1
93,2,15451.21,LOW,NEW,HIGH,3,1,0,0
94,0,2659.38,LOW,RECURRING,LOW,1,0,0,0
94,1,12620.78,LOW,RECURRING,HIGH,3,0,0,0
94,2,4573.63,LOW,RECURRING,LOW,0,1,0,0
94,3,3273.09,LOW,RECURRING,HIGH,1,0,0,0
94,4,6585.20,LOW,NEW,LOW,0,0,0,1
95,0,21208.44,LOW,RECURRING,HIGH,2,2,0,0
95,1,6662.47,LOW,RECURRING,LOW,1,0,1,0
96,0,2561.32,LOW,RECURRING,LOW,1,0,0,0
96,1,12755.24,LOW,RECURRING,LOW,2,1,1,0
96,2,29529.06,LOW,NEW,HIGH,2,0,3,0
96,3,4847.39,LOW,RECURRING,LOW,0,1,0,0
96,4,10209.35,LOW,RECURRING,LOW,1,1,1,0
96,5,6324.39,LOW,RECURRING,HIGH,0,0,1,0
96,6,12925.61,LOW,RECURRING,LOW,3,0,0,1
97,0,4125.41,LOW,NEW,LOW,0,1,0,0
97,1,3149.55,LOW,NEW,HIGH,1,0,0,0
97,2,9495.79,LOW,RECURRING,LOW,0,1,1,0
98,0,7257.68,LOW,NEW,LOW,1,0,1,0
98,1,5383.28,LOW,RECURRING,LOW,2,0,0,0
98,2,6709.77,LOW,RECURRING,LOW,1,1,0,0
98,3,2024.93,LOW,RECURRING,LOW,1,0,0,0
99,0,4284.19,LOW,NEW,LOW,2,0,0,0
99,1,2552.61,LOW,NEW,LOW,1,0,0,0
100,0,17752.57,LOW,NEW,LOW,6,1,0,0
100,1,5268.71,LOW,NEW,LOW,2,0,0,0
101,0,29172.20,LOW,RECURRING,HIGH,4,1,1,0
101,1,14137.69,LOW,RECURRING,HIGH,2,0,1,0
102,0,11601.21,LOW,NEW,LOW,0,1,0,1
103,0,6309.72,LOW,RECURRING,LOW,1,1,0,0
104,0,29500.92,LOW,NEW,HIGH,1,1,2,0
105,0,4277.87,LOW,NEW,LOW,2,0,0,0
106,0,15421.99,LOW,NEW,HIGH,0,2,0,0
106,1,12250.31,LOW,RECURRING,LOW,3,0,1,0
107,0,21674.14,LOW,NEW,HIGH,2,2,0,0
109,0,8437.20,LOW,RECURRING,LOW,0,0,0,1
110,0,9593.27,LOW,NEW,HIGH,3,0,0,0
110,1,11312.82,LOW,NEW,LOW,0,0,1,1
110,2,2654.19,LOW,RECURRING,LOW,1,0,0,0
113,0,13711.64,LOW,RECURRING,LOW,1,2,1,0
114,0,9784.32,LOW,NEW,LOW,2,0,1,0
115,0,22199.13,LOW,NEW,LOW,1,3,1,0
115,1,12623.90,LOW,RECURRING,LOW,2,1,1,0
115,2,6517.85,LOW,NEW,LOW,1,1,0,0
117,0,2498.09,LOW,RECURRING,LOW,1,0,0,0
119,0,8649.14,LOW,NEW,HIGH,2,0,0,0
120,0,7726.18,LOW,RECURRING,LOW,1,0,1,0
121,0,6661.37,LOW,NEW,HIGH,2,0,0,0
121,1,13817.90,LOW,NEW,LOW,3,2,0,0
122,0,3923.85,LOW,NEW,HIGH,1,0,0,0
123,0,27489.91,LOW,RECURRING,HIGH,2,1,0,1
123,1,17245.90,LOW,NEW,HIGH,1,0,2,0
125,0,6777.69,LOW,RECURRING,LOW,3,0,0,0
127,0,9677.83,LOW,NEW,LOW,0,1,1,0
128,0,13485.60,LOW,RECURRING,LOW,0,1,0,1
128,1,4851.18,LOW,RECURRING,LOW,0,0,1,0
128,2,6955.42,LOW,NEW,LOW,0,0,0,1
129,0,14519.61,LOW,RECURRING,HIGH,2,1,0,0
129,1,21171.69,LOW,RECURRING,LOW,3,1,0,1
129,2,2508.02,LOW,NEW,LOW,1,0,0,0
131,0,2191.12,LOW,RECURRING,LOW,1,0,0,0
133,0,6052.26,LOW,RECURRING,LOW,1,1,0,0
134,0,8255.78,LOW,NEW,LOW,2,0,1,0
134,1,28697.57,LOW,NEW,HIGH,1,2,1,0
135,0,7995.31,LOW,RECURRING,LOW,1,0,1,0
136,0,2404.67,LOW,RECURRING,LOW,1,0,0,0
136,1,37589.82,LOW,NEW,HIGH,1,0,1,2
136,2,14217.24,LOW,RECURRING,HIGH,0,1,1,0
138,0,6098.25,LOW,RECURRING,HIGH,0,1,0,0
139,0,25551.48,LOW,RECURRING,HIGH,1,1,0,1
139,1,7706.29,LOW,RECURRING,LOW,3,0,0,0
139,2,5816.97,LOW,NEW,LOW,1,1,0,0
141,0,23301.47,LOW,NEW,LOW,4,2,0,1
141,1,6470.17,LOW,RECURRING,LOW,1,1,0,0
142,0,5862.69,LOW,NEW,LOW,1,0,1,0
142,1,28854.39,LOW,NEW,HIGH,1,0,0,2
144,0,4613.46,LOW,RECURRING,LOW,0,0,1,0
144,1,2677.80,LOW,NEW,LOW,1,0,0,0
145,0,28744.35,LOW,NEW,HIGH,2,1,1,1
145,1,19137.37,LOW,NEW,LOW,2,3,0,0
145,2,7689.39,LOW,NEW,LOW,0,0,0,1
148,0,2174.48,LOW,NEW,LOW,1,0,0,0
148,1,19509.41,LOW,RECURRING,HIGH,0,0,1,1
148,2,12617.79,LOW,RECURRING,HIGH,2,0,1,0
150,0,7913.70,LOW,RECURRING,HIGH,0,1,0,0
150,1,28662.89,LOW,NEW,HIGH,2,1,1,0
150,2,10061.24,LOW,RECURRING,LOW,0,2,0,0
150,3,9354.93,LOW,RECURRING,LOW,1,1,0,0
151,0,30642.34,LOW,RECURRING,HIGH,1,0,1,1
151,1,44989.74,LOW,NEW,HIGH,4,1,1,0
151,2,44558.36,LOW,RECURRING,HIGH,3,2,2,0
152,0,29039.64,LOW,RECURRING,HIGH,0,2,1,0
153,0,10615.37,LOW,NEW,HIGH,2,0,0,0
153,1,15004.76,LOW,NEW,HIGH,1,0,1,0
153,2,20990.34,LOW,RECURRING,LOW,1,0,1,1
153,3,50075.24,LOW,RECURRING,HIGH,0,1,2,1
153,4,23180.40,LOW,NEW,LOW,2,2,1,0
153,5,16326.92,LOW,NEW,HIGH,0,2,0,0
153,6,41401.51,LOW,RECURRING,HIGH,5,0,1,1
153,7,17106.40,LOW,NEW,HIGH,1,0,0,1
153,8,26065.51,LOW,NEW,HIGH,0,1,0,1
154,0,39238.56,LOW,RECURRING,LOW,8,0,0,1
154,1,66655.73,LOW,RECURRING,HIGH,2,2,2,1
154,2,5399.96,LOW,NEW,HIGH,1,0,0,0
154,3,14067.18,LOW,NEW,HIGH,1,1,0,0
154,4,29752.15,LOW,NEW,HIGH,1,1,2,0
155,0,18205.24,LOW,RECURRING,LOW,2,0,2,0
155,1,4138.20,LOW,RECURRING,HIGH,1,0,0,0
155,2,15213.49,LOW,RECURRING,HIGH,0,1,1,0
155,3,14919.02,LOW,NEW,HIGH,3,0,0,0
155,4,10317.66,LOW,RECURRING,HIGH,2,0,0,0
156,0,9493.44,LOW,NEW,LOW,1,1,0,0
156,1,68506.34,LOW,RECURRING,HIGH,2,1,1,2
156,2,5046.69,LOW,RECURRING,LOW,0,1,0,0
156,3,21038.51,LOW,RECURRING,HIGH,1,2,0,0
157,0,12832.83,LOW,NEW,LOW,1,2,0,0
157,1,36501.15,LOW,RECURRING,LOW,2,2,2,1
157,2,3289.42,LOW,RECURRING,LOW,1,0,0,0
157,3,8199.98,LOW,NEW,LOW,3,0,0,0
157,4,5011.67,LOW,NEW,LOW,0,0,1,0
157,5,6401.25,LOW,RECURRING,LOW,0,0,1,0
158,0,32985.81,LOW,NEW,HIGH,1,1,1,1
158,1,15419.97,LOW,NEW,LOW,1,1,1,0
158,2,22221.87,LOW,NEW,HIGH,1,0,2,0
159,0,18958.37,LOW,NEW,LOW,3,0,0,1
159,1,13208.41,LOW,RECURRING,LOW,1,2,0,0
159,2,50698.24,LOW,NEW,HIGH,0,4,1,0
159,3,36159.66,LOW,RECURRING,HIGH,3,0,1,1
159,4,42013.07,LOW,NEW,HIGH,0,4,1,0
159,5,43771.64,LOW,RECURRING,LOW,3,4,2,0
160,0,17608.79,LOW,RECURRING,LOW,0,2,1,0
160,1,9104.31,LOW,NEW,HIGH,2,0,0,0
160,2,20530.41,LOW,RECURRING,HIGH,1,2,0,0
160,3,20024.43,LOW,NEW,LOW,2,1,1,0
161,0,47789.79,LOW,NEW,HIGH,1,3,1,0
161,1,9466.07,LOW,RECURRING,LOW,0,0,0,1
162,0,10512.71,LOW,RECURRING,LOW,3,0,0,0
162,1,29271.14,LOW,RECURRING,HIGH,4,0,1,0
162,2,13210.13,LOW,NEW,LOW,2,0,1,0
162,3,15642.35,LOW,RECURRING,LOW,0,2,1,0
163,0,13761.02,LOW,NEW,LOW,1,0,2,0
163,1,28966.11,LOW,RECURRING,HIGH,1,0,1,1
163,2,9806.64,LOW,NEW,HIGH,2,0,0,0
163,3,17822.59,LOW,NEW,LOW,1,0,1,1
163,4,61559.52,LOW,RECURRING,HIGH,1,3,2,1
165,0,19201.49,LOW,NEW,LOW,0,1,2,0
165,1,7824.31,LOW,RECURRING,LOW,1,0,1,0
165,2,22091.29,LOW,NEW,HIGH,2,1,0,0
166,0,41061.09,LOW,NEW,HIGH,2,1,2,0
166,1,31546.43,LOW,RECURRING,LOW,1,0,4,1
167,0,15676.55,LOW,NEW,HIGH,0,0,2,0
167,1,22202.53,LOW,RECURRING,LOW,3,2,0,0
167,2,28254.98,LOW,NEW,LOW,2,1,1,1
167,3,40048.10,LOW,NEW,HIGH,0,1,0,2
167,4,38611.45,LOW,RECURRING,LOW,3,3,0,1
167,5,39158.63,LOW,NEW,HIGH,6,1,0,0
167,6,14813.20,LOW,NEW,LOW,1,1,1,0
168,0,5327.92,MID,RECURRING,HIGH,1,0,0,0
168,1,68317.20,MID,NEW,HIGH,2,3,1,1
168,2,36583.36,MID,NEW,HIGH,1,2,1,0
168,3,30076.27,MID,RECURRING,HIGH,2,0,0,1
168,4,5846.37,MID,RECURRING,LOW,2,0,0,0
168,5,15846.12,MID,NEW,HIGH,1,0,1,0
169,0,23852.04,MID,RECURRING,LOW,3,3,0,0
169,1,10373.92,MID,NEW,HIGH,0,0,1,0
169,2,15536.08,MID,NEW,HIGH,1,0,1,0
169,3,36287.12,MID,RECURRING,LOW,2,3,1,1
169,4,41472.18,MID,NEW,LOW,5,2,2,0
169,5,14740.92,MID,NEW,LOW,1,2,0,0
170,0,13535.59,MID,RECURRING,LOW,0,1,0,1
170,1,15464.61,MID,RECURRING,HIGH,0,2,0,0
170,2,14648.75,MID,RECURRING,HIGH,1,1,0,0
170,3,19474.93,MID,RECURRING,LOW,0,2,0,1
170,4,34442.23,MID,NEW,LOW,1,0,3,1
171,0,48847.35,MID,NEW,HIGH,2,4,0,0
